product_id,product_name,category,price,stock_level,daily_demand,supplier_lead_time,reorder_point,is_weekend,units_sold,restocked
759,Hair Mousse,Styling,9.99,48.0,3.0,3.0,9,0,1,0
760,Hair Spray,Styling,10.99,87.0,3.0,9.0,27,1,5,0
761,Hair Mousse,Styling,9.99,43.0,2.0,6.0,12,1,1,0
762,Conditioner,Hair Care,11.99,90.0,5.0,4.0,20,1,8,0
763,Comb,Tools,4.99,203.0,7.0,4.0,28,0,6,0
764,Hair Gel,Styling,7.99,66.0,5.0,2.0,10,1,8,0
765,Conditioner,Hair Care,11.99,136.0,7.0,6.0,42,0,5,0
766,Hair Gel,Styling,7.99,237.0,5.0,10.0,50,1,7,0
767,Hair Spray,Styling,10.99,170.0,5.0,4.0,20,1,7,0
768,Shampoo,Hair Care,12.99,35.0,7.0,2.0,14,0,8,0
769,Comb,Tools,4.99,49.0,2.0,10.0,20,1,1,0
770,Comb,Tools,4.99,171.0,8.0,8.0,64,1,7,0
771,Comb,Tools,4.99,92.0,1.0,8.0,8,1,0,0
772,Hair Mousse,Styling,9.99,78.0,9.0,3.0,27,1,8,0
773,Conditioner,Hair Care,11.99,206.0,6.0,8.0,48,1,9,0
774,Conditioner,Hair Care,11.99,77.0,3.0,7.0,21,1,1,0
775,Hair Gel,Styling,7.99,44.0,6.0,10.0,60,0,7,1
776,Hair Gel,Styling,7.99,10.0,6.0,6.0,36,1,7,1
777,Hair Mousse,Styling,9.99,244.0,3.0,9.0,27,1,1,0
778,Conditioner,Hair Care,11.99,7.0,8.0,3.0,24,1,7,1
779,Comb,Tools,4.99,175.0,4.0,,36,0,7,0
780,Hair Mousse,Styling,9.99,41.0,4.0,9.0,36,0,7,0
781,Comb,Tools,4.99,233.0,2.0,7.0,14,1,0,0
782,Conditioner,Hair Care,11.99,196.0,4.0,4.0,16,1,6,0
783,Hair Mousse,Styling,9.99,69.0,,7.0,14,1,0,0
784,Hair Mousse,Styling,9.99,199.0,3.0,4.0,12,0,1,0
785,Hair Spray,Styling,10.99,157.0,5.0,10.0,50,0,7,0
786,Conditioner,Hair Care,11.99,236.0,8.0,7.0,56,1,7,0
787,Hair Mousse,Styling,9.99,44.0,5.0,6.0,30,0,3,0
788,Conditioner,Hair Care,11.99,78.0,7.0,3.0,21,0,8,0
789,Shampoo,Hair Care,12.99,50.0,8.0,3.0,24,0,6,0
790,Hair Mousse,Styling,9.99,170.0,5.0,3.0,15,0,7,0
791,Shampoo,Hair Care,12.99,23.0,8.0,4.0,32,1,11,1
792,Hair Spray,Styling,10.99,199.0,4.0,3.0,12,0,2,0
793,Conditioner,Hair Care,11.99,230.0,5.0,10.0,50,0,3,0
794,Hair Gel,Styling,7.99,93.0,5.0,3.0,15,1,4,0
795,Hair Gel,Styling,7.99,28.0,4.0,7.0,28,1,2,0
796,Comb,Tools,4.99,73.0,2.0,7.0,14,0,3,0
797,Comb,Tools,4.99,249.0,2.0,9.0,18,1,1,0
798,Shampoo,Hair Care,12.99,229.0,9.0,7.0,63,0,8,0
799,Hair Gel,Styling,7.99,133.0,4.0,3.0,12,0,2,0
800,Comb,Tools,4.99,236.0,3.0,7.0,21,1,2,0
801,Conditioner,Hair Care,11.99,214.0,6.0,8.0,48,1,9,0
802,Hair Mousse,Styling,9.99,193.0,5.0,8.0,40,1,5,0
803,Hair Spray,Styling,10.99,71.0,2.0,4.0,8,0,3,0
804,Conditioner,Hair Care,11.99,7.0,7.0,3.0,21,0,7,1
805,Conditioner,Hair Care,11.99,77.0,7.0,3.0,21,1,5,0
806,Hair Gel,Styling,7.99,129.0,5.0,10.0,50,0,7,0
807,Shampoo,Hair Care,12.99,98.0,9.0,9.0,81,1,9,0
808,Comb,Tools,4.99,220.0,3.0,4.0,12,1,4,0
809,Shampoo,Hair Care,12.99,145.0,3.0,9.0,27,1,6,0
810,Hair Gel,Styling,7.99,67.0,0.0,7.0,0,1,0,0
811,Hair Mousse,Styling,9.99,89.0,5.0,2.0,10,1,8,0
812,Hair Gel,Styling,7.99,89.0,7.0,5.0,35,1,10,0
813,Hair Mousse,Styling,9.99,29.0,5.0,7.0,35,0,4,1
814,Hair Gel,Styling,7.99,145.0,3.0,2.0,6,1,6,0
815,Hair Gel,Styling,7.99,82.0,5.0,3.0,15,0,6,0
816,Comb,Tools,4.99,86.0,3.0,8.0,24,1,2,0
817,Hair Spray,Styling,10.99,54.0,6.0,6.0,36,0,6,0
818,Hair Spray,Styling,10.99,190.0,8.0,3.0,24,1,10,0
819,Hair Gel,Styling,7.99,53.0,5.0,7.0,35,1,3,0
820,Hair Mousse,Styling,9.99,51.0,3.0,10.0,30,0,4,0
821,Conditioner,Hair Care,11.99,147.0,7.0,9.0,63,1,6,0
822,Hair Gel,Styling,7.99,239.0,3.0,10.0,30,1,2,0
823,Hair Mousse,Styling,9.99,216.0,3.0,8.0,24,1,4,0
824,Hair Gel,Styling,7.99,68.0,7.0,6.0,42,0,10,0
825,Conditioner,Hair Care,11.99,204.0,4.0,6.0,24,1,5,0
826,Shampoo,Hair Care,12.99,51.0,8.0,6.0,48,0,8,0
827,Shampoo,Hair Care,12.99,14.0,8.0,3.0,24,1,8,1
828,Hair Mousse,Styling,9.99,171.0,4.0,4.0,16,0,3,0
829,Comb,Tools,4.99,212.0,2.0,10.0,20,1,2,0
830,Hair Mousse,Styling,9.99,84.0,6.0,5.0,30,0,7,0
831,Hair Gel,Styling,7.99,104.0,3.0,6.0,18,0,5,0
832,Hair Mousse,Styling,9.99,139.0,2.0,6.0,12,1,1,0
833,Comb,Tools,4.99,247.0,4.0,2.0,8,0,7,0
834,Hair Spray,Styling,10.99,98.0,3.0,7.0,21,0,6,0
835,Shampoo,Hair Care,12.99,232.0,12.0,8.0,96,1,12,0
836,Conditioner,Hair Care,11.99,220.0,10.0,7.0,70,1,13,0
837,Hair Gel,Styling,7.99,120.0,3.0,8.0,24,1,3,0
838,Comb,Tools,4.99,66.0,,10.0,10,1,4,0
839,Comb,Tools,4.99,,2.0,9.0,18,0,5,0
840,Hair Spray,Styling,10.99,21.0,6.0,4.0,24,1,8,1
841,Comb,Tools,4.99,34.0,3.0,6.0,18,1,2,0
842,Conditioner,Hair Care,11.99,100.0,10.0,5.0,50,0,8,0
843,Shampoo,Hair Care,12.99,249.0,4.0,9.0,36,1,3,0
844,Hair Gel,Styling,7.99,,5.0,7.0,35,0,4,0
845,Hair Gel,Styling,7.99,211.0,6.0,9.0,54,0,4,0
846,Hair Mousse,Styling,9.99,73.0,4.0,8.0,32,0,3,0
847,Hair Gel,Styling,7.99,46.0,4.0,8.0,32,0,3,0
848,Conditioner,Hair Care,11.99,94.0,4.0,3.0,12,1,2,0
849,Comb,Tools,4.99,54.0,1.0,8.0,8,1,4,0
850,Shampoo,Hair Care,12.99,,7.0,7.0,49,0,9,1
851,Hair Gel,Styling,7.99,171.0,7.0,7.0,49,0,6,0
852,Hair Mousse,Styling,9.99,224.0,4.0,10.0,40,0,5,0
853,Hair Gel,Styling,7.99,223.0,6.0,6.0,36,1,9,0
854,Hair Spray,Styling,10.99,212.0,5.0,7.0,35,0,6,0
855,Conditioner,Hair Care,11.99,142.0,5.0,9.0,45,0,3,0
856,Hair Mousse,Styling,9.99,41.0,4.0,9.0,36,1,2,0
857,Hair Gel,Styling,7.99,28.0,3.0,4.0,12,1,1,0
858,Conditioner,Hair Care,11.99,191.0,5.0,5.0,25,0,7,0
859,Shampoo,Hair Care,12.99,63.0,,9.0,63,0,10,0
860,Comb,Tools,4.99,,0.0,3.0,0,0,0,0
861,Hair Gel,Styling,7.99,116.0,7.0,6.0,42,0,9,0
862,Hair Gel,Styling,7.99,83.0,13.0,4.0,52,0,12,0
863,Comb,Tools,4.99,18.0,0.0,10.0,0,1,2,0
864,Hair Gel,Styling,7.99,22.0,7.0,8.0,56,1,8,1
865,Hair Mousse,Styling,9.99,125.0,5.0,8.0,40,1,8,0
866,Shampoo,Hair Care,12.99,213.0,7.0,9.0,63,1,8,0
867,Hair Gel,Styling,7.99,207.0,6.0,7.0,42,0,8,0
868,Hair Mousse,Styling,9.99,249.0,3.0,4.0,12,0,4,0
869,Hair Gel,Styling,7.99,76.0,6.0,4.0,24,1,5,0
870,Shampoo,Hair Care,12.99,141.0,8.0,3.0,24,1,10,0
871,Hair Mousse,Styling,9.99,90.0,,6.0,30,0,7,0
872,Hair Gel,Styling,7.99,45.0,6.0,2.0,12,1,4,0
873,Hair Gel,Styling,7.99,193.0,2.0,9.0,18,1,4,0
874,Conditioner,Hair Care,11.99,47.0,,6.0,72,0,15,1
875,Shampoo,Hair Care,12.99,43.0,10.0,9.0,90,1,11,1
876,Hair Gel,Styling,7.99,77.0,2.0,7.0,14,1,5,0
877,Conditioner,Hair Care,11.99,28.0,3.0,2.0,6,0,6,0
878,Comb,Tools,4.99,61.0,0.0,10.0,0,0,0,0
879,Shampoo,Hair Care,12.99,29.0,9.0,4.0,36,1,8,1
880,Hair Spray,Styling,10.99,,5.0,8.0,40,1,3,0
881,Hair Gel,Styling,7.99,,8.0,9.0,72,1,11,0
882,Comb,Tools,4.99,156.0,6.0,9.0,54,0,5,0
883,Shampoo,Hair Care,12.99,68.0,6.0,8.0,48,0,7,0
884,Comb,Tools,4.99,111.0,4.0,5.0,20,1,5,0
885,Comb,Tools,4.99,86.0,3.0,9.0,27,1,2,0
886,Comb,Tools,4.99,167.0,2.0,4.0,8,0,4,0
887,Conditioner,Hair Care,11.99,44.0,3.0,5.0,15,1,2,0
888,Hair Mousse,Styling,9.99,60.0,5.0,2.0,10,1,5,0
889,Hair Spray,Styling,10.99,8.0,5.0,3.0,15,1,5,1
890,Hair Gel,Styling,7.99,66.0,9.0,2.0,18,1,11,0
891,Hair Spray,Styling,10.99,171.0,4.0,3.0,12,0,7,0
892,Shampoo,Hair Care,12.99,249.0,10.0,3.0,30,0,12,0
893,Conditioner,Hair Care,11.99,233.0,8.0,7.0,56,1,7,0
894,Shampoo,Hair Care,12.99,39.0,6.0,4.0,24,0,4,0
895,Conditioner,Hair Care,11.99,213.0,5.0,9.0,45,1,5,0
896,Hair Gel,Styling,7.99,92.0,4.0,10.0,40,0,5,0
897,Hair Gel,Styling,7.99,243.0,4.0,10.0,40,1,7,0
898,Comb,Tools,4.99,206.0,2.0,7.0,14,1,2,0
899,Shampoo,Hair Care,12.99,169.0,7.0,4.0,28,0,9,0
900,Hair Spray,Styling,10.99,249.0,,10.0,40,1,4,0
901,Hair Spray,Styling,10.99,156.0,6.0,4.0,24,1,9,0
902,Hair Spray,Styling,10.99,166.0,3.0,8.0,24,1,2,0
903,Comb,Tools,4.99,189.0,3.0,4.0,12,1,5,0
904,Hair Mousse,Styling,9.99,193.0,4.0,10.0,40,1,6,0
905,Hair Spray,Styling,10.99,28.0,4.0,2.0,8,1,4,0
906,Comb,Tools,4.99,240.0,4.0,2.0,8,1,5,0
907,Hair Spray,Styling,10.99,182.0,6.0,10.0,60,0,8,0
908,Comb,Tools,4.99,146.0,1.0,10.0,10,0,4,0
909,Hair Mousse,Styling,9.99,116.0,2.0,3.0,6,1,1,0
910,Conditioner,Hair Care,11.99,121.0,7.0,10.0,70,1,8,0
911,Hair Gel,Styling,7.99,176.0,6.0,9.0,54,1,9,0
912,Comb,Tools,4.99,117.0,5.0,10.0,50,0,3,0
913,Hair Spray,Styling,10.99,94.0,7.0,3.0,21,1,9,0
914,Hair Spray,Styling,10.99,39.0,6.0,7.0,42,1,6,1
915,Hair Spray,Styling,10.99,107.0,6.0,2.0,12,1,6,0
916,Shampoo,Hair Care,12.99,140.0,5.0,8.0,40,1,6,0
917,Hair Gel,Styling,7.99,213.0,9.0,4.0,36,1,8,0
918,Comb,Tools,4.99,83.0,5.0,8.0,40,0,6,0
919,Comb,Tools,4.99,227.0,4.0,9.0,36,1,7,0
920,Hair Spray,Styling,10.99,161.0,5.0,10.0,50,0,8,0
921,Hair Spray,Styling,10.99,147.0,1.0,,2,0,3,0
922,Comb,Tools,4.99,239.0,0.0,6.0,0,0,0,0
923,Shampoo,Hair Care,12.99,206.0,6.0,10.0,60,1,8,0
924,Shampoo,Hair Care,12.99,87.0,6.0,10.0,60,1,6,0
925,Conditioner,Hair Care,11.99,73.0,7.0,4.0,28,1,6,0
926,Comb,Tools,4.99,43.0,7.0,4.0,28,0,5,0
927,Hair Mousse,Styling,9.99,66.0,6.0,8.0,48,0,4,0
928,Hair Gel,Styling,7.99,130.0,6.0,3.0,18,0,6,0
929,Shampoo,Hair Care,12.99,104.0,6.0,5.0,30,1,4,0
930,Hair Spray,Styling,10.99,166.0,5.0,8.0,40,0,6,0
931,Conditioner,Hair Care,11.99,95.0,5.0,10.0,50,0,4,0
932,Hair Gel,Styling,7.99,,8.0,6.0,48,0,10,1
933,Hair Spray,Styling,10.99,64.0,5.0,8.0,40,0,5,0
934,Comb,Tools,4.99,136.0,1.0,8.0,8,0,4,0
935,Hair Gel,Styling,7.99,53.0,5.0,10.0,50,1,5,0
936,Hair Mousse,Styling,9.99,,4.0,5.0,20,1,5,0
937,Shampoo,Hair Care,12.99,155.0,6.0,9.0,54,0,4,0
938,Comb,Tools,4.99,125.0,3.0,3.0,9,0,5,0
939,Shampoo,Hair Care,12.99,90.0,5.0,8.0,40,1,7,0
940,Shampoo,Hair Care,12.99,31.0,3.0,9.0,27,0,1,0
941,Comb,Tools,4.99,91.0,4.0,5.0,20,1,2,0
942,Hair Mousse,Styling,9.99,9.0,4.0,5.0,20,0,2,1
943,Hair Mousse,Styling,9.99,145.0,9.0,10.0,90,0,10,0
944,Comb,Tools,4.99,154.0,2.0,4.0,8,0,5,0
945,Hair Spray,Styling,10.99,186.0,4.0,6.0,24,0,3,0
946,Hair Mousse,Styling,9.99,174.0,2.0,8.0,16,0,5,0
947,Hair Gel,Styling,7.99,70.0,5.0,3.0,15,1,8,0
948,Comb,Tools,4.99,,7.0,10.0,70,1,8,1
949,Hair Spray,Styling,10.99,206.0,6.0,2.0,12,0,9,0
950,Conditioner,Hair Care,11.99,50.0,,3.0,21,1,5,0
951,Hair Mousse,Styling,9.99,215.0,6.0,6.0,36,0,5,0
952,Hair Mousse,Styling,9.99,133.0,6.0,9.0,54,1,4,0
953,Shampoo,Hair Care,12.99,96.0,3.0,7.0,21,0,6,0
954,Shampoo,Hair Care,12.99,77.0,6.0,3.0,18,0,9,0
955,Shampoo,Hair Care,12.99,158.0,6.0,8.0,48,0,5,0
956,Hair Spray,Styling,10.99,158.0,7.0,,14,1,8,0
957,Comb,Tools,4.99,17.0,4.0,5.0,20,0,6,1
958,Comb,Tools,4.99,158.0,1.0,2.0,2,0,0,0
959,Hair Mousse,Styling,9.99,79.0,5.0,10.0,50,0,4,0
960,Shampoo,Hair Care,12.99,132.0,5.0,2.0,10,0,4,0
961,Conditioner,Hair Care,11.99,201.0,5.0,3.0,15,0,5,0
962,Hair Spray,Styling,10.99,177.0,3.0,7.0,21,1,5,0
963,Shampoo,Hair Care,12.99,126.0,10.0,5.0,50,0,8,0
964,Hair Gel,Styling,7.99,188.0,6.0,8.0,48,1,5,0
965,Shampoo,Hair Care,12.99,91.0,4.0,2.0,8,0,6,0
966,Hair Mousse,Styling,9.99,11.0,6.0,6.0,36,0,5,1
967,Hair Spray,Styling,10.99,62.0,4.0,4.0,16,0,3,0
968,Comb,Tools,4.99,35.0,0.0,3.0,0,0,0,0
969,Comb,Tools,4.99,43.0,5.0,10.0,50,1,7,1
970,Conditioner,Hair Care,11.99,203.0,7.0,7.0,49,1,7,0
971,Hair Spray,Styling,10.99,150.0,7.0,5.0,35,1,9,0
972,Hair Mousse,Styling,9.99,223.0,6.0,9.0,54,0,5,0
973,Conditioner,Hair Care,11.99,130.0,8.0,8.0,64,1,11,0
974,Hair Mousse,Styling,9.99,134.0,3.0,9.0,27,1,4,0
975,Comb,Tools,4.99,9.0,0.0,5.0,0,0,0,0
976,Hair Gel,Styling,7.99,227.0,5.0,7.0,35,0,5,0
977,Hair Mousse,Styling,9.99,58.0,5.0,2.0,10,1,6,0
978,Hair Gel,Styling,7.99,81.0,5.0,9.0,45,1,4,0
979,Hair Spray,Styling,10.99,131.0,5.0,10.0,50,0,8,0
980,Shampoo,Hair Care,12.99,92.0,9.0,5.0,45,1,12,0
981,Hair Mousse,Styling,9.99,,5.0,4.0,20,1,8,0
982,Hair Gel,Styling,7.99,242.0,3.0,2.0,6,0,4,0
983,Conditioner,Hair Care,11.99,121.0,8.0,5.0,40,1,10,0
984,Hair Mousse,Styling,9.99,216.0,6.0,8.0,48,1,5,0
985,Hair Spray,Styling,10.99,223.0,8.0,4.0,32,0,8,0
986,Conditioner,Hair Care,11.99,107.0,4.0,10.0,40,1,4,0
987,Conditioner,Hair Care,11.99,39.0,8.0,7.0,56,1,10,1
988,Hair Spray,Styling,10.99,98.0,5.0,9.0,45,1,8,0
989,Shampoo,Hair Care,12.99,211.0,8.0,9.0,72,0,6,0
990,Conditioner,Hair Care,11.99,59.0,6.0,9.0,54,1,4,0
991,Hair Gel,Styling,7.99,100.0,8.0,4.0,32,0,6,0
992,Conditioner,Hair Care,11.99,33.0,8.0,9.0,72,1,7,1
993,Hair Mousse,Styling,9.99,51.0,3.0,2.0,6,1,2,0
994,Hair Spray,Styling,10.99,84.0,8.0,9.0,72,0,9,0
995,Hair Gel,Styling,7.99,88.0,3.0,6.0,18,0,4,0
996,Hair Gel,Styling,7.99,117.0,3.0,3.0,9,0,4,0
997,Comb,Tools,4.99,137.0,4.0,6.0,24,0,7,0
998,Hair Gel,Styling,7.99,105.0,8.0,7.0,56,0,6,0
999,Conditioner,Hair Care,11.99,64.0,6.0,5.0,30,0,8,0
1000,Comb,Tools,4.99,,0.0,5.0,0,0,1,0
1001,Hair Mousse,Styling,9.99,171.0,7.0,9.0,63,1,8,0
1002,Hair Gel,Styling,7.99,35.0,4.0,4.0,16,0,3,0
1003,Comb,Tools,4.99,100.0,3.0,4.0,12,0,1,0
1004,Conditioner,Hair Care,11.99,182.0,9.0,5.0,45,0,10,0
1005,Comb,Tools,4.99,168.0,3.0,3.0,9,1,4,0
1006,Hair Gel,Styling,7.99,,,,30,0,5,0
1007,Conditioner,Hair Care,11.99,174.0,8.0,3.0,24,0,7,0
1008,Conditioner,Hair Care,11.99,11.0,6.0,7.0,42,0,6,1
1009,Hair Gel,Styling,7.99,30.0,6.0,5.0,30,0,5,0
1010,Hair Mousse,Styling,9.99,3.0,3.0,3.0,9,1,3,1
1011,Conditioner,Hair Care,11.99,105.0,8.0,6.0,48,1,10,0
1012,Hair Spray,Styling,10.99,43.0,4.0,7.0,28,1,7,0
1013,Hair Mousse,Styling,9.99,44.0,,7.0,35,1,8,0
1014,Hair Gel,Styling,7.99,97.0,2.0,10.0,20,0,4,0
1015,Hair Mousse,Styling,9.99,60.0,4.0,8.0,32,0,3,0
1016,Conditioner,Hair Care,11.99,96.0,7.0,9.0,63,1,10,0
1017,Shampoo,Hair Care,12.99,133.0,8.0,8.0,64,1,11,0
1018,Hair Mousse,Styling,9.99,62.0,5.0,5.0,25,0,8,0
1019,Hair Gel,Styling,7.99,161.0,6.0,2.0,12,1,4,0
1020,Conditioner,Hair Care,11.99,240.0,7.0,10.0,70,0,6,0
1021,Conditioner,Hair Care,11.99,184.0,7.0,5.0,35,1,6,0
1022,Hair Gel,Styling,7.99,247.0,4.0,9.0,36,1,2,0
1023,Hair Spray,Styling,10.99,,3.0,8.0,24,1,2,0
1024,Hair Mousse,Styling,9.99,152.0,2.0,4.0,8,1,2,0
1025,Hair Spray,Styling,10.99,123.0,4.0,3.0,12,0,4,0
1026,Shampoo,Hair Care,12.99,3.0,10.0,7.0,70,1,3,1
1027,Hair Mousse,Styling,9.99,98.0,2.0,9.0,18,0,2,0
1028,Hair Gel,Styling,7.99,238.0,4.0,8.0,32,1,4,0
1029,Comb,Tools,4.99,14.0,2.0,8.0,16,0,3,1
1030,Comb,Tools,4.99,180.0,1.0,4.0,4,1,1,0
1031,Hair Spray,Styling,10.99,243.0,2.0,4.0,8,0,0,0
1032,Hair Gel,Styling,7.99,180.0,2.0,10.0,20,1,1,0
1033,Hair Spray,Styling,10.99,247.0,2.0,10.0,20,1,5,0
1034,Comb,Tools,4.99,222.0,5.0,7.0,35,1,4,0
1035,Hair Mousse,Styling,9.99,1.0,6.0,4.0,24,0,1,1
1036,Hair Gel,Styling,7.99,167.0,5.0,4.0,20,0,5,0
1037,Shampoo,Hair Care,12.99,115.0,10.0,5.0,50,0,9,0
1038,Hair Mousse,Styling,9.99,230.0,6.0,3.0,18,0,9,0
1039,Shampoo,Hair Care,12.99,87.0,6.0,2.0,12,0,8,0
1040,Shampoo,Hair Care,12.99,68.0,,2.0,16,0,6,0
1041,Hair Mousse,Styling,9.99,238.0,4.0,9.0,36,1,5,0
1042,Hair Mousse,Styling,9.99,80.0,6.0,8.0,48,0,7,0
1043,Shampoo,Hair Care,12.99,,3.0,8.0,24,0,6,0
1044,Comb,Tools,4.99,192.0,,9.0,27,1,5,0
1045,Hair Mousse,Styling,9.99,4.0,3.0,7.0,21,1,1,1
1046,Comb,Tools,4.99,156.0,3.0,9.0,27,0,6,0
1047,Conditioner,Hair Care,11.99,222.0,5.0,10.0,50,0,7,0
1048,Comb,Tools,4.99,140.0,5.0,9.0,45,1,3,0
1049,Comb,Tools,4.99,179.0,,3.0,6,1,0,0
1050,Hair Mousse,Styling,9.99,231.0,3.0,6.0,18,1,6,0
1051,Hair Spray,Styling,10.99,162.0,6.0,9.0,54,1,4,0
1052,Hair Spray,Styling,10.99,16.0,3.0,8.0,24,1,6,1
1053,Shampoo,Hair Care,12.99,28.0,6.0,3.0,18,0,6,0
1054,Hair Mousse,Styling,9.99,244.0,2.0,6.0,12,0,0,0
1055,Hair Mousse,Styling,9.99,204.0,,4.0,28,0,9,0
1056,Hair Mousse,Styling,9.99,37.0,5.0,5.0,25,1,6,0
1057,Comb,Tools,4.99,8.0,1.0,7.0,7,0,1,0
1058,Comb,Tools,4.99,212.0,3.0,8.0,24,1,1,0
1059,Conditioner,Hair Care,11.99,179.0,8.0,2.0,16,1,7,0
1060,Conditioner,Hair Care,11.99,5.0,5.0,9.0,45,1,5,1
1061,Comb,Tools,4.99,236.0,2.0,5.0,10,1,5,0
1062,Shampoo,Hair Care,12.99,217.0,9.0,4.0,36,0,11,0
1063,Conditioner,Hair Care,11.99,55.0,6.0,5.0,30,0,9,0
1064,Conditioner,Hair Care,11.99,96.0,9.0,4.0,36,0,7,0
1065,Shampoo,Hair Care,12.99,250.0,7.0,10.0,70,1,10,0
1066,Hair Gel,Styling,7.99,62.0,7.0,9.0,63,0,7,1
1067,Comb,Tools,4.99,168.0,3.0,3.0,9,1,4,0
1068,Shampoo,Hair Care,12.99,29.0,10.0,10.0,100,0,9,1
1069,Comb,Tools,4.99,190.0,4.0,3.0,12,0,6,0
1070,Hair Mousse,Styling,9.99,146.0,,10.0,60,1,5,0
1071,Hair Spray,Styling,10.99,200.0,6.0,10.0,60,0,7,0
1072,Comb,Tools,4.99,,3.0,3.0,9,0,2,0
1073,Shampoo,Hair Care,12.99,32.0,6.0,5.0,30,0,9,0
1074,Shampoo,Hair Care,12.99,250.0,9.0,10.0,90,1,8,0
1075,Shampoo,Hair Care,12.99,242.0,9.0,10.0,90,1,9,0
1076,Hair Mousse,Styling,9.99,155.0,3.0,3.0,9,0,6,0
1077,Conditioner,Hair Care,11.99,245.0,6.0,4.0,24,0,8,0
1078,Hair Gel,Styling,7.99,19.0,4.0,4.0,16,1,5,0
1079,Comb,Tools,4.99,36.0,2.0,10.0,20,0,1,0
1080,Comb,Tools,4.99,49.0,2.0,10.0,20,0,4,0
1081,Hair Gel,Styling,7.99,97.0,3.0,2.0,6,0,5,0
1082,Hair Spray,Styling,10.99,104.0,7.0,7.0,49,1,7,0
1083,Shampoo,Hair Care,12.99,96.0,9.0,5.0,45,0,10,0
1084,Hair Mousse,Styling,9.99,150.0,6.0,10.0,60,1,6,0
1085,Conditioner,Hair Care,11.99,81.0,4.0,8.0,32,1,3,0
1086,Hair Spray,Styling,10.99,152.0,6.0,4.0,24,0,6,0
1087,Conditioner,Hair Care,11.99,96.0,5.0,6.0,30,1,3,0
1088,Comb,Tools,4.99,117.0,5.0,9.0,45,1,7,0
1089,Conditioner,Hair Care,11.99,78.0,12.0,3.0,36,1,12,0
1090,Shampoo,Hair Care,12.99,186.0,8.0,2.0,16,1,6,0
1091,Hair Gel,Styling,7.99,173.0,6.0,10.0,60,0,9,0
1092,Hair Spray,Styling,10.99,178.0,5.0,5.0,25,0,8,0
1093,Conditioner,Hair Care,11.99,189.0,7.0,10.0,70,0,10,0
1094,Hair Spray,Styling,10.99,231.0,5.0,4.0,20,1,7,0
1095,Hair Mousse,Styling,9.99,248.0,5.0,3.0,15,0,5,0
1096,Hair Mousse,Styling,9.99,76.0,3.0,2.0,6,1,6,0
1097,Comb,Tools,4.99,131.0,,2.0,6,1,4,0
1098,Hair Mousse,Styling,9.99,,6.0,4.0,24,1,7,0
1099,Hair Spray,Styling,10.99,131.0,,4.0,24,0,7,0
1100,Hair Mousse,Styling,9.99,57.0,3.0,7.0,21,0,4,0
1101,Comb,Tools,4.99,214.0,3.0,9.0,27,0,2,0
1102,Comb,Tools,4.99,50.0,4.0,4.0,16,1,5,0
1103,Conditioner,Hair Care,11.99,242.0,8.0,9.0,72,1,11,0
1104,Comb,Tools,4.99,182.0,5.0,8.0,40,1,7,0
1105,Conditioner,Hair Care,11.99,39.0,9.0,7.0,63,0,11,1
1106,Hair Mousse,Styling,9.99,109.0,8.0,8.0,64,1,9,0
1107,Hair Spray,Styling,10.99,39.0,4.0,10.0,40,0,3,1
1108,Comb,Tools,4.99,63.0,1.0,9.0,9,0,4,0
1109,Hair Spray,Styling,10.99,161.0,3.0,4.0,12,0,2,0
1110,Conditioner,Hair Care,11.99,109.0,8.0,2.0,16,1,9,0
1111,Conditioner,Hair Care,11.99,86.0,7.0,8.0,56,0,8,0
1112,Hair Mousse,Styling,9.99,93.0,4.0,,32,1,3,0
1113,Comb,Tools,4.99,190.0,4.0,7.0,28,1,3,0
1114,Conditioner,Hair Care,11.99,64.0,8.0,6.0,48,0,6,0
1115,Conditioner,Hair Care,11.99,84.0,6.0,7.0,42,1,9,0
1116,Conditioner,Hair Care,11.99,166.0,6.0,3.0,18,0,4,0
1117,Comb,Tools,4.99,209.0,5.0,5.0,25,1,4,0
1118,Hair Mousse,Styling,9.99,,4.0,5.0,20,0,6,0
1119,Hair Mousse,Styling,9.99,228.0,0.0,10.0,0,1,0,0
1120,Shampoo,Hair Care,12.99,123.0,3.0,10.0,30,0,1,0
1121,Shampoo,Hair Care,12.99,244.0,10.0,2.0,20,0,13,0
1122,Hair Spray,Styling,10.99,248.0,6.0,10.0,60,1,7,0
1123,Conditioner,Hair Care,11.99,146.0,7.0,5.0,35,0,9,0
1124,Comb,Tools,4.99,184.0,1.0,5.0,5,1,1,0
1125,Conditioner,Hair Care,11.99,74.0,6.0,2.0,12,0,9,0
1126,Shampoo,Hair Care,12.99,,13.0,5.0,65,0,15,0
1127,Hair Mousse,Styling,9.99,83.0,4.0,3.0,12,1,7,0
1128,Hair Mousse,Styling,9.99,14.0,4.0,7.0,28,1,3,1
1129,Hair Spray,Styling,10.99,27.0,4.0,8.0,32,1,7,1
1130,Hair Gel,Styling,7.99,56.0,5.0,8.0,40,1,4,0
1131,Hair Gel,Styling,7.99,23.0,7.0,9.0,63,1,6,1
1132,Hair Gel,Styling,7.99,241.0,5.0,2.0,10,0,5,0
1133,Conditioner,Hair Care,11.99,17.0,4.0,4.0,16,1,2,0
1134,Shampoo,Hair Care,12.99,185.0,,2.0,8,0,6,0
1135,Comb,Tools,4.99,239.0,2.0,2.0,4,0,1,0
