date,item_name,style_type,price,stock_level,quantity_sold,promotion,is_weekend,is_holiday,appointments_per_day,day_of_week,month,item_style,lag_sales,rolling_avg_3,units_per_appt,stock_pressure
2024-06-27,beads,box_braids,4.02,17,17,1,0,0,5,3,6,beads_box_braids,30.0,27.333333333333332,2.8333333333333335,2.8333333333333335
2024-06-27,edge_control,box_braids,6.66,45,15,0,0,0,11,3,6,edge_control_box_braids,19.0,16.0,1.25,3.75
2024-06-27,hair_gel,twists,5.84,40,12,1,0,0,10,3,6,hair_gel_twists,20.0,16.333333333333332,1.0909090909090908,3.6363636363636362
2024-06-27,mousse,twists,10.25,53,28,0,0,0,7,3,6,mousse_twists,22.0,21.666666666666668,3.5,6.625
2024-06-27,hairspray,box_braids,8.46,53,15,1,0,0,10,3,6,hairspray_box_braids,18.0,16.0,1.3636363636363635,4.818181818181818
2024-06-28,premium_braiding_hair,cornrows,18.44,39,39,1,0,0,15,4,6,premium_braiding_hair_cornrows,39.0,38.666666666666664,2.4375,2.4375
2024-06-28,standard_braiding_hair,twists,17.08,52,25,0,0,0,8,4,6,standard_braiding_hair_twists,31.0,25.666666666666668,2.7777777777777777,5.777777777777778
2024-06-28,beads,cornrows,6.53,76,20,0,0,0,11,4,6,beads_cornrows,17.0,22.333333333333332,1.6666666666666667,6.333333333333333
2024-06-28,edge_control,cornrows,5.72,65,20,0,0,0,7,4,6,edge_control_cornrows,15.0,18.0,2.5,8.125
2024-06-28,hair_gel,twists,5.85,69,6,0,0,0,12,4,6,hair_gel_twists,12.0,12.666666666666666,0.46153846153846156,5.3076923076923075
2024-06-28,mousse,box_braids,7.52,70,27,0,0,0,12,4,6,mousse_box_braids,28.0,25.666666666666668,2.076923076923077,5.384615384615385
2024-06-28,hairspray,twists,7.96,21,17,0,0,0,13,4,6,hairspray_twists,15.0,16.666666666666668,1.2142857142857142,1.5
2024-06-29,premium_braiding_hair,knotless,17.46,66,66,0,1,0,16,5,6,premium_braiding_hair_knotless,39.0,48.0,3.8823529411764706,3.8823529411764706
2024-06-29,standard_braiding_hair,knotless,13.14,45,38,0,1,0,5,5,6,standard_braiding_hair_knotless,25.0,31.333333333333332,6.333333333333333,7.5
2024-06-29,beads,box_braids,5.01,76,28,0,1,0,8,5,6,beads_box_braids,20.0,21.666666666666668,3.111111111111111,8.444444444444445
2024-06-29,edge_control,cornrows,8.86,23,23,0,1,0,6,5,6,edge_control_cornrows,20.0,19.333333333333332,3.2857142857142856,3.2857142857142856
2024-06-29,hair_gel,twists,6.7,65,17,0,1,0,11,5,6,hair_gel_twists,6.0,11.666666666666666,1.4166666666666667,5.416666666666667
2024-06-29,mousse,cornrows,10.28,61,24,0,1,0,12,5,6,mousse_cornrows,27.0,26.333333333333332,1.8461538461538463,4.6923076923076925
2024-06-29,hairspray,twists,8.97,15,15,0,1,0,9,5,6,hairspray_twists,17.0,15.666666666666666,1.5,1.5
2024-06-30,premium_braiding_hair,box_braids,16.94,26,26,0,1,0,14,6,6,premium_braiding_hair_box_braids,66.0,43.666666666666664,1.7333333333333334,1.7333333333333334
2024-06-30,standard_braiding_hair,cornrows,14.02,20,20,1,1,0,8,6,6,standard_braiding_hair_cornrows,38.0,27.666666666666668,2.2222222222222223,2.2222222222222223
2024-06-30,beads,box_braids,2.79,37,25,0,1,0,9,6,6,beads_box_braids,28.0,24.333333333333332,2.5,3.7
2024-06-30,edge_control,twists,7.34,70,23,0,1,0,12,6,6,edge_control_twists,23.0,22.0,1.7692307692307692,5.384615384615385
2024-06-30,hair_gel,knotless,7.3,33,15,1,1,0,7,6,6,hair_gel_knotless,17.0,12.666666666666666,1.875,4.125
2024-06-30,mousse,cornrows,8.23,57,30,1,1,0,10,6,6,mousse_cornrows,24.0,27.0,2.727272727272727,5.181818181818182
2024-06-30,hairspray,twists,9.61,40,20,1,1,0,8,6,6,hairspray_twists,15.0,17.333333333333332,2.2222222222222223,4.444444444444445
2024-07-01,premium_braiding_hair,box_braids,18.92,55,55,1,0,0,6,0,7,premium_braiding_hair_box_braids,26.0,49.0,7.857142857142857,7.857142857142857
2024-07-01,standard_braiding_hair,cornrows,16.59,46,29,0,0,0,13,0,7,standard_braiding_hair_cornrows,20.0,29.0,2.0714285714285716,3.2857142857142856
2024-07-01,beads,twists,5.51,75,22,1,0,0,3,0,7,beads_twists,25.0,25.0,5.5,18.75
2024-07-01,edge_control,box_braids,7.77,64,19,0,0,0,11,0,7,edge_control_box_braids,23.0,21.666666666666668,1.5833333333333333,5.333333333333333
2024-07-01,hair_gel,box_braids,6.96,39,17,0,0,0,10,0,7,hair_gel_box_braids,15.0,16.333333333333332,1.5454545454545454,3.5454545454545454
2024-07-01,mousse,box_braids,8.13,66,33,1,0,0,13,0,7,mousse_box_braids,30.0,29.0,2.357142857142857,4.714285714285714
2024-07-01,hairspray,twists,8.54,27,13,0,0,0,8,0,7,hairspray_twists,20.0,16.0,1.4444444444444444,3.0
2024-07-02,premium_braiding_hair,twists,17.47,24,24,1,0,0,3,1,7,premium_braiding_hair_twists,55.0,35.0,6.0,6.0
2024-07-02,standard_braiding_hair,twists,13.85,34,34,1,0,0,9,1,7,standard_braiding_hair_twists,29.0,27.666666666666668,3.4,3.4
2024-07-02,beads,cornrows,5.62,25,25,0,0,0,16,1,7,beads_cornrows,22.0,24.0,1.4705882352941178,1.4705882352941178
2024-07-02,edge_control,twists,7.41,77,23,1,0,0,5,1,7,edge_control_twists,19.0,21.666666666666668,3.8333333333333335,12.833333333333334
2024-07-02,hair_gel,twists,5.95,31,20,1,0,0,11,1,7,hair_gel_twists,17.0,17.333333333333332,1.6666666666666667,2.5833333333333335
2024-07-02,mousse,box_braids,8.78,61,30,0,0,0,8,1,7,mousse_box_braids,33.0,31.0,3.3333333333333335,6.777777777777778
2024-07-02,hairspray,twists,7.83,46,8,0,0,0,4,1,7,hairspray_twists,13.0,13.666666666666666,1.6,9.2
2024-07-03,premium_braiding_hair,cornrows,17.88,22,22,0,0,0,12,2,7,premium_braiding_hair_cornrows,24.0,33.666666666666664,1.6923076923076923,1.6923076923076923
2024-07-03,standard_braiding_hair,twists,13.98,61,36,1,0,0,5,2,7,standard_braiding_hair_twists,34.0,33.0,6.0,10.166666666666666
2024-07-03,beads,cornrows,4.65,48,23,0,0,0,8,2,7,beads_cornrows,25.0,23.333333333333332,2.5555555555555554,5.333333333333333
2024-07-03,edge_control,cornrows,5.57,24,24,1,0,0,10,2,7,edge_control_cornrows,23.0,22.0,2.1818181818181817,2.1818181818181817
2024-07-03,hair_gel,cornrows,6.4,50,18,0,0,0,13,2,7,hair_gel_cornrows,20.0,18.333333333333332,1.2857142857142858,3.5714285714285716
2024-07-03,mousse,cornrows,8.23,20,20,1,0,0,10,2,7,mousse_cornrows,30.0,27.666666666666668,1.8181818181818181,1.8181818181818181
2024-07-03,hairspray,knotless,10.06,74,17,0,0,0,12,2,7,hairspray_knotless,8.0,12.666666666666666,1.3076923076923077,5.6923076923076925
2024-07-04,premium_braiding_hair,cornrows,19.37,42,42,1,0,1,5,3,7,premium_braiding_hair_cornrows,22.0,29.333333333333332,7.0,7.0
2024-07-04,standard_braiding_hair,cornrows,13.06,64,39,0,0,1,9,3,7,standard_braiding_hair_cornrows,36.0,36.333333333333336,3.9,6.4
2024-07-04,beads,cornrows,4.79,53,21,0,0,1,9,3,7,beads_cornrows,23.0,23.0,2.1,5.3
2024-07-04,edge_control,box_braids,6.25,32,18,0,0,1,7,3,7,edge_control_box_braids,24.0,21.666666666666668,2.25,4.0
2024-07-04,hair_gel,cornrows,6.5,23,23,1,0,1,9,3,7,hair_gel_cornrows,18.0,20.333333333333332,2.3,2.3
2024-07-04,mousse,twists,9.94,19,19,0,0,1,11,3,7,mousse_twists,20.0,23.0,1.5833333333333333,1.5833333333333333
2024-07-04,hairspray,box_braids,7.64,75,12,0,0,1,5,3,7,hairspray_box_braids,17.0,12.333333333333334,2.0,12.5
2024-07-05,premium_braiding_hair,cornrows,19.01,77,30,0,0,0,10,4,7,premium_braiding_hair_cornrows,42.0,31.333333333333332,2.727272727272727,7.0
2024-07-05,standard_braiding_hair,cornrows,15.14,62,30,0,0,0,7,4,7,standard_braiding_hair_cornrows,39.0,35.0,3.75,7.75
2024-07-05,beads,twists,5.37,50,23,0,0,0,8,4,7,beads_twists,21.0,22.333333333333332,2.5555555555555554,5.555555555555555
2024-07-05,edge_control,cornrows,5.98,55,25,1,0,0,7,4,7,edge_control_cornrows,18.0,22.333333333333332,3.125,6.875
2024-07-05,hair_gel,box_braids,7.53,33,6,0,0,0,5,4,7,hair_gel_box_braids,23.0,15.666666666666666,1.0,5.5
2024-07-05,mousse,knotless,7.6,20,20,0,0,0,13,4,7,mousse_knotless,19.0,19.666666666666668,1.4285714285714286,1.4285714285714286
2024-07-05,hairspray,box_braids,7.6,39,13,0,0,0,12,4,7,hairspray_box_braids,12.0,14.0,1.0,3.0
2024-07-06,premium_braiding_hair,cornrows,17.4,75,40,0,1,0,12,5,7,premium_braiding_hair_cornrows,30.0,37.333333333333336,3.076923076923077,5.769230769230769
2024-07-06,standard_braiding_hair,knotless,15.64,43,31,0,1,0,11,5,7,standard_braiding_hair_knotless,30.0,33.333333333333336,2.5833333333333335,3.5833333333333335
2024-07-06,beads,twists,4.86,27,27,0,1,0,15,5,7,beads_twists,23.0,23.666666666666668,1.6875,1.6875
2024-07-06,edge_control,knotless,8.06,77,21,0,1,0,6,5,7,edge_control_knotless,25.0,21.333333333333332,3.0,11.0
2024-07-06,hair_gel,twists,6.99,40,9,0,1,0,9,5,7,hair_gel_twists,6.0,12.666666666666666,0.9,4.0
2024-07-06,mousse,twists,9.69,48,37,1,1,0,10,5,7,mousse_twists,20.0,25.333333333333332,3.3636363636363638,4.363636363636363
2024-07-06,hairspray,knotless,9.5,66,14,1,1,0,3,5,7,hairspray_knotless,13.0,13.0,3.5,16.5
2024-07-07,premium_braiding_hair,cornrows,18.36,46,32,0,1,0,10,6,7,premium_braiding_hair_cornrows,40.0,34.0,2.909090909090909,4.181818181818182
2024-07-07,standard_braiding_hair,knotless,14.22,70,35,0,1,0,9,6,7,standard_braiding_hair_knotless,31.0,32.0,3.5,7.0
2024-07-07,beads,twists,5.44,17,17,0,1,0,8,6,7,beads_twists,27.0,22.333333333333332,1.8888888888888888,1.8888888888888888
2024-07-07,edge_control,cornrows,7.58,32,25,0,1,0,5,6,7,edge_control_cornrows,21.0,23.666666666666668,4.166666666666667,5.333333333333333
2024-07-07,hair_gel,knotless,5.77,54,26,1,1,0,6,6,7,hair_gel_knotless,9.0,13.666666666666666,3.7142857142857144,7.714285714285714
2024-07-07,mousse,twists,10.42,62,30,1,1,0,9,6,7,mousse_twists,37.0,29.0,3.0,6.2
2024-07-07,hairspray,box_braids,8.59,43,19,0,1,0,6,6,7,hairspray_box_braids,14.0,15.333333333333334,2.7142857142857144,6.142857142857143
2024-07-08,premium_braiding_hair,twists,18.4,23,23,0,0,0,17,0,7,premium_braiding_hair_twists,32.0,31.666666666666668,1.2777777777777777,1.2777777777777777
2024-07-08,standard_braiding_hair,cornrows,15.69,25,25,0,0,0,8,0,7,standard_braiding_hair_cornrows,35.0,30.333333333333332,2.7777777777777777,2.7777777777777777
2024-07-08,beads,box_braids,5.2,51,27,1,0,0,10,0,7,beads_box_braids,17.0,23.666666666666668,2.4545454545454546,4.636363636363637
2024-07-08,edge_control,box_braids,6.31,68,24,1,0,0,11,0,7,edge_control_box_braids,25.0,23.333333333333332,2.0,5.666666666666667
2024-07-08,hair_gel,twists,5.0,36,18,0,0,0,12,0,7,hair_gel_twists,26.0,17.666666666666668,1.3846153846153846,2.769230769230769
2024-07-08,mousse,knotless,9.08,40,39,1,0,0,11,0,7,mousse_knotless,30.0,35.333333333333336,3.25,3.3333333333333335
2024-07-08,hairspray,knotless,7.8,72,14,1,0,0,8,0,7,hairspray_knotless,19.0,15.666666666666666,1.5555555555555556,8.0
2024-07-09,premium_braiding_hair,twists,17.89,51,27,0,0,0,8,1,7,premium_braiding_hair_twists,23.0,27.333333333333332,3.0,5.666666666666667
2024-07-09,standard_braiding_hair,knotless,14.8,56,26,0,0,0,13,1,7,standard_braiding_hair_knotless,25.0,28.666666666666668,1.8571428571428572,4.0
2024-07-09,beads,knotless,6.48,31,16,0,0,0,5,1,7,beads_knotless,27.0,20.0,2.6666666666666665,5.166666666666667
2024-07-09,edge_control,cornrows,6.93,26,24,0,0,0,9,1,7,edge_control_cornrows,24.0,24.333333333333332,2.4,2.6
2024-07-09,hair_gel,twists,6.37,73,8,0,0,0,6,1,7,hair_gel_twists,18.0,17.333333333333332,1.1428571428571428,10.428571428571429
2024-07-09,mousse,box_braids,10.32,55,27,0,0,0,8,1,7,mousse_box_braids,39.0,32.0,3.0,6.111111111111111
2024-07-09,hairspray,twists,8.9,66,17,0,0,0,9,1,7,hairspray_twists,14.0,16.666666666666668,1.7,6.6
2024-07-10,premium_braiding_hair,knotless,17.61,41,41,0,0,0,14,2,7,premium_braiding_hair_knotless,27.0,30.333333333333332,2.7333333333333334,2.7333333333333334
2024-07-10,standard_braiding_hair,twists,14.31,59,34,0,0,0,4,2,7,standard_braiding_hair_twists,26.0,28.333333333333332,6.8,11.8
2024-07-10,beads,box_braids,4.99,78,24,0,0,0,10,2,7,beads_box_braids,16.0,22.333333333333332,2.1818181818181817,7.090909090909091
2024-07-10,edge_control,box_braids,5.14,20,16,0,0,0,7,2,7,edge_control_box_braids,24.0,21.333333333333332,2.0,2.5
2024-07-10,hair_gel,box_braids,6.6,56,21,1,0,0,13,2,7,hair_gel_box_braids,8.0,15.666666666666666,1.5,4.0
2024-07-10,mousse,cornrows,6.62,20,20,0,0,0,13,2,7,mousse_cornrows,27.0,28.666666666666668,1.4285714285714286,1.4285714285714286
2024-07-10,hairspray,box_braids,8.71,55,13,0,0,0,10,2,7,hairspray_box_braids,17.0,14.666666666666666,1.1818181818181819,5.0
2024-07-11,premium_braiding_hair,cornrows,17.29,40,22,0,0,0,8,3,7,premium_braiding_hair_cornrows,41.0,30.0,2.4444444444444446,4.444444444444445
2024-07-11,standard_braiding_hair,box_braids,13.26,42,32,0,0,0,8,3,7,standard_braiding_hair_box_braids,34.0,30.666666666666668,3.5555555555555554,4.666666666666667
2024-07-11,beads,knotless,3.33,76,17,0,0,0,8,3,7,beads_knotless,24.0,19.0,1.8888888888888888,8.444444444444445
2024-07-11,edge_control,twists,7.2,28,22,0,0,0,10,3,7,edge_control_twists,16.0,20.666666666666668,2.0,2.5454545454545454
2024-07-11,hair_gel,box_braids,5.2,69,21,0,0,0,11,3,7,hair_gel_box_braids,21.0,16.666666666666668,1.75,5.75
2024-07-11,mousse,twists,8.91,54,31,1,0,0,11,3,7,mousse_twists,20.0,26.0,2.5833333333333335,4.5
2024-07-11,hairspray,box_braids,8.86,67,24,1,0,0,16,3,7,hairspray_box_braids,13.0,18.0,1.411764705882353,3.9411764705882355
2024-07-12,premium_braiding_hair,twists,18.48,36,36,1,0,0,3,4,7,premium_braiding_hair_twists,22.0,33.0,9.0,9.0
2024-07-12,standard_braiding_hair,box_braids,15.14,59,34,0,0,0,8,4,7,standard_braiding_hair_box_braids,32.0,33.333333333333336,3.7777777777777777,6.555555555555555
2024-07-12,beads,cornrows,5.07,41,22,0,0,0,9,4,7,beads_cornrows,17.0,21.0,2.2,4.1
2024-07-12,edge_control,box_braids,5.89,65,15,0,0,0,6,4,7,edge_control_box_braids,22.0,17.666666666666668,2.142857142857143,9.285714285714286
2024-07-12,hair_gel,knotless,6.68,31,17,0,0,0,7,4,7,hair_gel_knotless,21.0,19.666666666666668,2.125,3.875
2024-07-12,mousse,box_braids,10.31,65,31,1,0,0,10,4,7,mousse_box_braids,31.0,27.333333333333332,2.8181818181818183,5.909090909090909
2024-07-12,hairspray,knotless,6.9,35,16,0,0,0,12,4,7,hairspray_knotless,24.0,17.666666666666668,1.2307692307692308,2.6923076923076925
2024-07-13,premium_braiding_hair,knotless,18.61,76,52,0,1,0,7,5,7,premium_braiding_hair_knotless,36.0,36.666666666666664,6.5,9.5
2024-07-13,standard_braiding_hair,cornrows,14.61,18,18,0,1,0,13,5,7,standard_braiding_hair_cornrows,34.0,28.0,1.2857142857142858,1.2857142857142858
2024-07-13,beads,box_braids,6.43,49,43,1,1,0,13,5,7,beads_box_braids,22.0,27.333333333333332,3.0714285714285716,3.5
2024-07-13,edge_control,box_braids,6.16,67,18,0,1,0,10,5,7,edge_control_box_braids,15.0,18.333333333333332,1.6363636363636365,6.090909090909091
2024-07-13,hair_gel,twists,6.28,44,29,1,1,0,12,5,7,hair_gel_twists,17.0,22.333333333333332,2.230769230769231,3.3846153846153846
2024-07-13,mousse,twists,10.2,26,26,0,1,0,13,5,7,mousse_twists,31.0,29.333333333333332,1.8571428571428572,1.8571428571428572
2024-07-13,hairspray,box_braids,8.02,28,14,0,1,0,10,5,7,hairspray_box_braids,16.0,18.0,1.2727272727272727,2.5454545454545454
2024-07-14,premium_braiding_hair,knotless,18.51,67,62,0,1,0,10,6,7,premium_braiding_hair_knotless,52.0,50.0,5.636363636363637,6.090909090909091
2024-07-14,standard_braiding_hair,twists,15.82,57,54,1,1,0,10,6,7,standard_braiding_hair_twists,18.0,35.333333333333336,4.909090909090909,5.181818181818182
2024-07-14,beads,box_braids,4.78,16,16,0,1,0,10,6,7,beads_box_braids,43.0,27.0,1.4545454545454546,1.4545454545454546
2024-07-14,edge_control,knotless,7.89,42,20,0,1,0,7,6,7,edge_control_knotless,18.0,17.666666666666668,2.5,5.25
2024-07-14,hair_gel,box_braids,5.51,29,17,0,1,0,7,6,7,hair_gel_box_braids,29.0,21.0,2.125,3.625
2024-07-14,mousse,cornrows,7.76,45,21,0,1,0,7,6,7,mousse_cornrows,26.0,26.0,2.625,5.625
2024-07-14,hairspray,cornrows,8.43,24,13,0,1,0,4,6,7,hairspray_cornrows,14.0,14.333333333333334,2.6,4.8
2024-07-15,premium_braiding_hair,twists,18.87,70,22,0,0,0,3,0,7,premium_braiding_hair_twists,62.0,45.333333333333336,5.5,17.5
2024-07-15,standard_braiding_hair,cornrows,13.18,33,33,0,0,0,10,0,7,standard_braiding_hair_cornrows,54.0,35.0,3.0,3.0
2024-07-15,beads,knotless,6.2,43,28,1,0,0,10,0,7,beads_knotless,16.0,29.0,2.5454545454545454,3.909090909090909
2024-07-15,edge_control,twists,8.12,40,19,1,0,0,10,0,7,edge_control_twists,20.0,19.0,1.7272727272727273,3.6363636363636362
2024-07-15,hair_gel,cornrows,6.4,47,5,0,0,0,6,0,7,hair_gel_cornrows,17.0,17.0,0.7142857142857143,6.714285714285714
2024-07-15,mousse,cornrows,10.4,29,25,1,0,0,10,0,7,mousse_cornrows,21.0,24.0,2.272727272727273,2.6363636363636362
2024-07-15,hairspray,cornrows,8.26,18,17,0,0,0,13,0,7,hairspray_cornrows,13.0,14.666666666666666,1.2142857142857142,1.2857142857142858
2024-07-16,premium_braiding_hair,knotless,18.72,26,26,0,0,0,4,1,7,premium_braiding_hair_knotless,22.0,36.666666666666664,5.2,5.2
2024-07-16,standard_braiding_hair,box_braids,14.04,48,27,0,0,0,8,1,7,standard_braiding_hair_box_braids,33.0,38.0,3.0,5.333333333333333
2024-07-16,beads,twists,3.52,73,9,0,0,0,3,1,7,beads_twists,28.0,17.666666666666668,2.25,18.25
2024-07-16,edge_control,box_braids,7.48,52,23,0,0,0,18,1,7,edge_control_box_braids,19.0,20.666666666666668,1.2105263157894737,2.736842105263158
2024-07-16,hair_gel,knotless,5.99,21,10,1,0,0,6,1,7,hair_gel_knotless,5.0,10.666666666666666,1.4285714285714286,3.0
2024-07-16,mousse,cornrows,9.83,42,17,0,0,0,7,1,7,mousse_cornrows,25.0,21.0,2.125,5.25
2024-07-16,hairspray,box_braids,6.82,68,18,1,0,0,9,1,7,hairspray_box_braids,17.0,16.0,1.8,6.8
2024-07-17,premium_braiding_hair,knotless,17.7,53,46,0,0,0,4,2,7,premium_braiding_hair_knotless,26.0,31.333333333333332,9.2,10.6
2024-07-17,standard_braiding_hair,twists,12.67,24,24,1,0,0,6,2,7,standard_braiding_hair_twists,27.0,28.0,3.4285714285714284,3.4285714285714284
2024-07-17,beads,knotless,3.92,51,16,0,0,0,6,2,7,beads_knotless,9.0,17.666666666666668,2.2857142857142856,7.285714285714286
2024-07-17,edge_control,box_braids,5.75,33,26,1,0,0,11,2,7,edge_control_box_braids,23.0,22.666666666666668,2.1666666666666665,2.75
2024-07-17,hair_gel,twists,7.06,35,18,1,0,0,11,2,7,hair_gel_twists,10.0,11.0,1.5,2.9166666666666665
2024-07-17,mousse,knotless,10.56,38,32,1,0,0,12,2,7,mousse_knotless,17.0,24.666666666666668,2.4615384615384617,2.923076923076923
2024-07-17,hairspray,twists,5.22,78,19,0,0,0,7,2,7,hairspray_twists,18.0,18.0,2.375,9.75
2024-07-18,premium_braiding_hair,cornrows,19.55,37,36,0,0,0,6,3,7,premium_braiding_hair_cornrows,46.0,36.0,5.142857142857143,5.285714285714286
2024-07-18,standard_braiding_hair,knotless,16.36,78,26,0,0,0,8,3,7,standard_braiding_hair_knotless,24.0,25.666666666666668,2.888888888888889,8.666666666666666
2024-07-18,beads,box_braids,4.16,78,24,0,0,0,11,3,7,beads_box_braids,16.0,16.333333333333332,2.0,6.5
2024-07-18,edge_control,knotless,8.43,50,20,0,0,0,11,3,7,edge_control_knotless,26.0,23.0,1.6666666666666667,4.166666666666667
2024-07-18,hair_gel,knotless,6.06,40,17,0,0,0,7,3,7,hair_gel_knotless,18.0,15.0,2.125,5.0
2024-07-18,mousse,cornrows,9.89,60,24,0,0,0,11,3,7,mousse_cornrows,32.0,24.333333333333332,2.0,5.0
2024-07-18,hairspray,cornrows,9.34,20,5,0,0,0,10,3,7,hairspray_cornrows,19.0,14.0,0.45454545454545453,1.8181818181818181
2024-07-19,premium_braiding_hair,box_braids,17.1,28,28,0,0,0,7,4,7,premium_braiding_hair_box_braids,36.0,36.666666666666664,3.5,3.5
2024-07-19,standard_braiding_hair,twists,13.79,61,29,0,0,0,8,4,7,standard_braiding_hair_twists,26.0,26.333333333333332,3.2222222222222223,6.777777777777778
2024-07-19,beads,twists,4.5,30,21,0,0,0,9,4,7,beads_twists,24.0,20.333333333333332,2.1,3.0
2024-07-19,edge_control,twists,7.08,72,7,0,0,0,15,4,7,edge_control_twists,20.0,17.666666666666668,0.4375,4.5
2024-07-19,hair_gel,box_braids,7.59,64,21,0,0,0,9,4,7,hair_gel_box_braids,17.0,18.666666666666668,2.1,6.4
2024-07-19,mousse,twists,8.68,41,22,0,0,0,10,4,7,mousse_twists,24.0,26.0,2.0,3.727272727272727
2024-07-19,hairspray,knotless,7.58,50,13,0,0,0,13,4,7,hairspray_knotless,5.0,12.333333333333334,0.9285714285714286,3.5714285714285716
2024-07-20,premium_braiding_hair,cornrows,16.67,59,39,0,1,0,4,5,7,premium_braiding_hair_cornrows,28.0,34.333333333333336,7.8,11.8
2024-07-20,standard_braiding_hair,box_braids,15.09,70,35,0,1,0,5,5,7,standard_braiding_hair_box_braids,29.0,30.0,5.833333333333333,11.666666666666666
2024-07-20,beads,cornrows,3.98,44,27,0,1,0,15,5,7,beads_cornrows,21.0,24.0,1.6875,2.75
2024-07-20,edge_control,box_braids,7.05,39,23,1,1,0,10,5,7,edge_control_box_braids,7.0,16.666666666666668,2.090909090909091,3.5454545454545454
2024-07-20,hair_gel,knotless,5.97,23,12,0,1,0,5,5,7,hair_gel_knotless,21.0,16.666666666666668,2.0,3.8333333333333335
2024-07-20,mousse,twists,8.14,33,24,0,1,0,6,5,7,mousse_twists,22.0,23.333333333333332,3.4285714285714284,4.714285714285714
2024-07-20,hairspray,knotless,8.26,60,19,0,1,0,10,5,7,hairspray_knotless,13.0,12.333333333333334,1.7272727272727273,5.454545454545454
2024-07-21,premium_braiding_hair,cornrows,18.65,43,43,0,1,0,7,6,7,premium_braiding_hair_cornrows,39.0,36.666666666666664,5.375,5.375
2024-07-21,standard_braiding_hair,box_braids,15.2,61,36,0,1,0,9,6,7,standard_braiding_hair_box_braids,35.0,33.333333333333336,3.6,6.1
2024-07-21,beads,cornrows,5.1,47,34,1,1,0,11,6,7,beads_cornrows,27.0,27.333333333333332,2.8333333333333335,3.9166666666666665
2024-07-21,edge_control,twists,8.07,29,26,0,1,0,12,6,7,edge_control_twists,23.0,18.666666666666668,2.0,2.230769230769231
2024-07-21,hair_gel,twists,5.72,70,19,1,1,0,9,6,7,hair_gel_twists,12.0,17.333333333333332,1.9,7.0
2024-07-21,mousse,box_braids,9.31,16,16,0,1,0,9,6,7,mousse_box_braids,24.0,20.666666666666668,1.6,1.6
2024-07-21,hairspray,box_braids,8.87,43,13,1,1,0,11,6,7,hairspray_box_braids,19.0,15.0,1.0833333333333333,3.5833333333333335
2024-07-22,premium_braiding_hair,knotless,18.23,75,51,0,0,0,16,0,7,premium_braiding_hair_knotless,43.0,44.333333333333336,3.0,4.411764705882353
2024-07-22,standard_braiding_hair,twists,16.14,73,37,0,0,0,14,0,7,standard_braiding_hair_twists,36.0,36.0,2.466666666666667,4.866666666666666
2024-07-22,beads,knotless,5.99,26,22,0,0,0,11,0,7,beads_knotless,34.0,27.666666666666668,1.8333333333333333,2.1666666666666665
2024-07-22,edge_control,box_braids,6.3,64,14,0,0,0,8,0,7,edge_control_box_braids,26.0,21.0,1.5555555555555556,7.111111111111111
2024-07-22,hair_gel,box_braids,5.31,74,21,0,0,0,10,0,7,hair_gel_box_braids,19.0,17.333333333333332,1.9090909090909092,6.7272727272727275
2024-07-22,mousse,box_braids,9.46,27,27,1,0,0,12,0,7,mousse_box_braids,16.0,22.333333333333332,2.076923076923077,2.076923076923077
2024-07-22,hairspray,twists,7.35,52,12,0,0,0,5,0,7,hairspray_twists,13.0,14.666666666666666,2.0,8.666666666666666
2024-07-23,premium_braiding_hair,box_braids,15.21,29,29,0,0,0,5,1,7,premium_braiding_hair_box_braids,51.0,41.0,4.833333333333333,4.833333333333333
2024-07-23,standard_braiding_hair,knotless,15.6,23,23,1,0,0,13,1,7,standard_braiding_hair_knotless,37.0,32.0,1.6428571428571428,1.6428571428571428
2024-07-23,beads,cornrows,4.62,29,17,0,0,0,9,1,7,beads_cornrows,22.0,24.333333333333332,1.7,2.9
2024-07-23,edge_control,twists,8.36,21,21,0,0,0,9,1,7,edge_control_twists,14.0,20.333333333333332,2.1,2.1
2024-07-23,hair_gel,twists,4.44,25,15,0,0,0,13,1,7,hair_gel_twists,21.0,18.333333333333332,1.0714285714285714,1.7857142857142858
2024-07-23,mousse,cornrows,9.53,65,18,0,0,0,14,1,7,mousse_cornrows,27.0,20.333333333333332,1.2,4.333333333333333
2024-07-23,hairspray,twists,8.05,67,4,0,0,0,9,1,7,hairspray_twists,12.0,9.666666666666666,0.4,6.7
2024-07-24,premium_braiding_hair,box_braids,19.14,34,34,0,0,0,12,2,7,premium_braiding_hair_box_braids,29.0,38.0,2.6153846153846154,2.6153846153846154
2024-07-24,standard_braiding_hair,box_braids,14.78,31,31,0,0,0,18,2,7,standard_braiding_hair_box_braids,23.0,30.333333333333332,1.631578947368421,1.631578947368421
2024-07-24,beads,cornrows,5.76,24,15,0,0,0,9,2,7,beads_cornrows,17.0,18.0,1.5,2.4
2024-07-24,edge_control,cornrows,7.02,56,22,0,0,0,9,2,7,edge_control_cornrows,21.0,19.0,2.2,5.6
2024-07-24,hair_gel,twists,5.05,33,23,0,0,0,13,2,7,hair_gel_twists,15.0,19.666666666666668,1.6428571428571428,2.357142857142857
2024-07-24,mousse,box_braids,8.16,36,23,0,0,0,10,2,7,mousse_box_braids,18.0,22.666666666666668,2.090909090909091,3.272727272727273
